Symbol,Date,Open,High,Low,Close,Close_Chg,ATR,Vol10_Sig,Range_ATR,Fib_Status,EMA20_Sig,EMA20_Cnt,High_Low,Support,Break_Sup_Res,Brakeout_10,Resistance,Brakeout_20,Bull_Signal,Bear_Signal
TATASTEEL,01/03/2024,139.5,139.6,134.35,135.35,-3.04,3.09,Above Avg Volume,1.7,Cls_Crs_Abv_F50,Close_GT_20EMA,9.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,2.0,1.5
TECHM,01/03/2024,1265.0,1274.0,1240.0,1244.2,-2.65,31.29,Above Avg Volume,1.1,,Cross_Blw_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,,,0.0,3.0
BAJAJFINSV,01/03/2024,1680.0,1708.0,1676.0,1677.65,-0.51,30.26,Normal Volume,1.1,,Cross_Blw_20EMA,0.0,HH_HL,,,,,,1.0,1.0
COALINDIA,01/03/2024,394.8,394.8,383.85,384.55,-2.06,10.69,Normal Volume,1.0,,Close_GT_20EMA,83.0,LH_LL,,,,,,1.0,1.0
HINDALCO,01/03/2024,608.25,611.4,592.0,593.05,-3.88,14.49,Above Avg Volume,1.3,,Close_GT_20EMA,42.0,LH_LL,,,,,,1.0,1.0
ADANIPORTS,01/03/2024,1105.0,1144.0,1062.75,1094.25,1.47,36.66,Super Volume,2.2,,Close_GT_20EMA,26.0,HH_HL,,,,,,2.0,0.0
KOTAKBANK,01/03/2024,1864.0,1870.0,1847.65,1865.9,0.05,29.69,Above Avg Volume,0.8,Cls_Crs_Abv_F618,Close_GT_20EMA,25.0,LH_LL,,,,,,3.0,1.0
BPCL,01/03/2024,459.95,465.3,455.05,461.05,1.05,11.68,Normal Volume,0.9,Cls_Crs_Abv_F382,Close_GT_20EMA,45.0,HH_HL,Price_Abv_Supp,,,,,4.0,0.0
HDFCBANK,01/03/2024,1702.0,1704.7,1668.95,1672.9,-1.54,22.2,Normal Volume,1.6,,Close_GT_20EMA,34.0,HH_LL,,,,,,1.0,1.0
LT,01/03/2024,3433.0,3465.85,3411.6,3440.35,0.07,61.17,Normal Volume,0.9,Cls_Crs_Abv_F618,Close_GT_20EMA,40.0,LH_LL,Price_Crs_Abv_Supp,,,,,3.0,1.0
GRASIM,01/03/2024,2090.0,2120.0,2066.1,2072.2,-1.39,44.4,Above Avg Volume,1.2,,Cross_Blw_20EMA,0.0,LH_LL,,,,,,0.0,2.0
CIPLA,01/03/2024,1291.0,1307.0,1274.05,1300.15,1.45,23.43,Above Avg Volume,1.4,,Close_GT_20EMA,12.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
SHREECEM,01/03/2024,28088.55,28435.0,28020.4,28221.75,0.47,516.58,Normal Volume,0.8,,Cross_Abv_20EMA,1.0,LH_HL,,,,,,1.5,0.0
INDUSINDBK,01/03/2024,1575.5,1604.95,1558.0,1601.15,1.62,31.54,Above Avg Volume,1.5,Cls_Crs_Abv_F382,Close_GT_20EMA,22.0,HH_LL,Price_Crs_Abv_Supp,,,,,4.0,0.0
BHARTIARTL,01/03/2024,1031.95,1037.0,1021.35,1035.2,1.32,17.88,Normal Volume,0.9,,Close_GT_20EMA,8.0,HH_HL,Price_Abv_Supp,,,,,3.0,0.0
ONGC,01/03/2024,205.5,210.45,204.5,208.25,0.58,4.92,Normal Volume,1.2,,Close_GT_20EMA,14.0,LH_HL,Price_Crs_Abv_Supp,,,,,2.5,0.0
HEROMOTOCO,01/03/2024,4000.0,4061.95,3971.7,3989.85,-2.41,95.93,Above Avg Volume,0.9,,Close_GT_20EMA,35.0,LH_LL,,,,,,1.0,1.0
ULTRACEMCO,01/03/2024,10204.75,10245.0,10089.6,10111.55,-0.91,194.12,Normal Volume,0.8,,Close_GT_20EMA,26.0,LH_LL,,,,,,1.0,1.0
NTPC,01/03/2024,1044.0,1044.0,1044.0,1044.0,9693.62,860.43,Normal Volume,0.0,,Cross_Abv_20EMA,1.0,HH_HL,,,,,,2.0,0.0
GAIL,01/03/2024,164.0,164.4,160.75,162.15,-1.16,5.73,Normal Volume,0.6,,Close_GT_20EMA,9.0,LH_HL,,,,,,1.5,0.0
BAJFINANCE,01/03/2024,7444.95,7485.85,7368.2,7384.8,-0.61,140.24,Normal Volume,0.8,,Close_GT_20EMA,2.0,HH_HL,,,,,,2.0,0.0
UPL,01/03/2024,595.35,596.8,585.3,586.85,-1.28,12.03,Normal Volume,1.0,Cls_Crs_Abv_F50,Cross_Blw_20EMA,0.0,LH_LL,,,,Price_Crs_Blw_Prev_Res,,1.0,2.5
MM,01/03/2024,1672.0,1678.2,1648.05,1655.25,-0.06,38.95,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
