Symbol,Date,Open,High,Low,Close,Close_Chg,ATR,Vol10_Sig,Range_ATR,Fib_Status,EMA20_Sig,EMA20_Cnt,High_Low,Support,Break_Sup_Res,Brakeout_10,Resistance,Brakeout_20,Bull_Signal,Bear_Signal
DRREDDY,08/16/2023,5830.0,5889.5,5775.0,5857.85,0.59,104.03,Above Avg Volume,1.1,,Close_GT_20EMA,34.0,HH_LL,,,,,,2.0,0.0
DRREDDY,08/17/2023,5871.35,5907.05,5855.9,5880.65,0.39,100.25,Normal Volume,0.5,,Close_GT_20EMA,35.0,HH_HL,Price_Abv_Supp,,,,,3.0,0.0
DRREDDY,08/18/2023,5899.5,5980.0,5840.6,5874.45,-0.11,103.05,Above Avg Volume,1.4,,Close_GT_20EMA,36.0,HH_LL,,,,,,1.0,1.0
DRREDDY,08/21/2023,5870.25,5925.0,5853.95,5910.85,0.62,100.76,Normal Volume,0.7,,Close_GT_20EMA,37.0,LH_HL,,Cur_Res_Broken_Up,,,,2.5,0.0
DRREDDY,08/22/2023,5919.0,5945.0,5872.8,5925.55,0.25,98.72,Normal Volume,0.7,,Close_GT_20EMA,38.0,HH_HL,,,,,,2.0,0.0
DRREDDY,08/23/2023,5920.0,5974.95,5912.0,5953.35,0.47,96.17,Normal Volume,0.7,,Close_GT_20EMA,39.0,HH_HL,,,,,,2.0,0.0
DRREDDY,08/24/2023,5980.0,5989.7,5891.2,5907.15,-0.78,96.33,Above Avg Volume,1.0,,Close_GT_20EMA,40.0,HH_LL,,,,,,1.0,1.0
DRREDDY,08/25/2023,5890.0,5890.0,5770.55,5779.25,-2.17,99.21,Super Volume,1.2,,Close_GT_20EMA,41.0,LH_LL,,Cur_Sup_Broken_Down,,Price_Crs_Blw_Prev_Res,,1.0,2.5
ITC,06/15/2023,445.0,448.75,444.75,448.1,0.81,6.79,Normal Volume,0.6,,Close_LT_20EMA,0.0,HH_HL,,,Breakout_10_Up,,,2.0,1.0
ITC,06/16/2023,449.0,455.6,447.9,453.1,1.12,6.86,Above Avg Volume,1.1,,Close_LT_20EMA,0.0,HH_HL,,,Breakout_10_Up,,,2.0,1.0
ITC,06/19/2023,454.75,455.9,452.25,453.6,0.11,6.63,Normal Volume,0.6,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,06/20/2023,454.8,454.8,450.15,452.85,-0.17,6.49,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,06/21/2023,452.0,454.2,445.05,447.05,-1.28,6.68,Normal Volume,1.4,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,06/22/2023,448.0,449.65,445.85,447.65,0.13,6.47,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
ITC,06/23/2023,447.5,447.65,442.7,444.75,-0.65,6.36,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,06/26/2023,446.9,451.4,444.0,445.7,0.21,6.44,Normal Volume,1.1,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,06/27/2023,446.1,447.2,443.15,445.1,-0.13,6.27,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,Price_Crs_Abv_Supp,,,,,1.0,2.0
ITC,06/28/2023,445.0,450.6,444.5,449.35,0.95,6.25,Super Volume,1.0,Cls_Crs_Abv_F50,Close_GT_20EMA,1.0,HH_HL,,,,,,4.0,0.0
ITC,06/30/2023,450.0,451.95,446.6,451.6,0.5,6.19,Above Avg Volume,0.9,Cls_Crs_Abv_F382,Close_GT_20EMA,2.0,HH_HL,,,,,,3.0,0.0
ITC,07/03/2023,451.6,465.95,450.05,463.25,2.58,6.88,Super Volume,2.3,Cls_Crs_Abv_F382,Close_GT_20EMA,3.0,HH_HL,,Cur_Res_Broken_Up,Breakout_10_Up,,Breakout_20_Up,6.0,0.0
ITC,07/04/2023,465.0,468.0,459.8,466.35,0.67,6.98,Above Avg Volume,1.2,,Close_GT_20EMA,4.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,07/05/2023,466.35,480.65,464.3,475.1,1.88,7.65,Super Volume,2.1,,Close_GT_20EMA,5.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,07/06/2023,477.35,477.4,470.5,473.9,-0.25,7.59,Above Avg Volume,0.9,,Close_GT_20EMA,6.0,LH_HL,,,,,,1.5,0.0
ITC,07/07/2023,473.0,475.5,467.6,468.4,-1.16,7.62,Normal Volume,1.0,,Close_GT_20EMA,7.0,LH_LL,,,,,,1.0,1.0
ITC,07/10/2023,470.0,470.9,463.7,465.85,-0.54,7.59,Normal Volume,0.9,,Close_GT_20EMA,8.0,LH_LL,,,,,,1.0,1.0
ITC,07/11/2023,466.0,474.55,466.0,473.15,1.57,7.67,Normal Volume,1.1,,Close_GT_20EMA,9.0,HH_HL,Price_Crs_Abv_Supp,,,,,3.0,0.0
ITC,07/12/2023,477.75,477.75,470.45,472.3,-0.18,7.64,Above Avg Volume,1.0,,Close_GT_20EMA,10.0,HH_HL,,,,,,2.0,0.0
ITC,07/13/2023,473.9,476.75,471.0,472.0,-0.06,7.5,Normal Volume,0.8,,Close_GT_20EMA,11.0,LH_HL,,,,,,1.5,0.0
ITC,07/14/2023,473.0,475.0,471.35,472.9,0.19,7.23,Normal Volume,0.5,,Close_GT_20EMA,12.0,LH_HL,,,,,,1.5,0.0
ITC,07/17/2023,474.5,475.8,470.6,472.35,-0.12,7.08,Normal Volume,0.7,,Close_GT_20EMA,13.0,HH_LL,,,,,,1.0,1.0
ITC,07/18/2023,472.55,474.2,471.0,472.5,0.03,6.81,Normal Volume,0.5,,Close_GT_20EMA,14.0,LH_HL,,,,,,1.5,0.0
ITC,07/19/2023,472.75,480.45,468.1,478.85,1.34,7.2,Super Volume,1.7,,Close_GT_20EMA,15.0,HH_LL,Price_Crs_Abv_Cur_Res,Cur_Res_Broken_Up,,,,4.0,0.0
ITC,07/20/2023,479.9,493.7,476.3,492.15,2.78,7.93,Super Volume,2.2,,Close_GT_20EMA,16.0,HH_HL,,,Breakout_10_Up,,Breakout_20_Up,4.0,0.0
ITC,07/21/2023,491.8,497.7,487.0,490.45,-0.35,8.13,Above Avg Volume,1.3,,Close_GT_20EMA,17.0,HH_HL,,,,,,2.0,0.0
ITC,07/24/2023,493.45,499.7,468.15,471.35,-3.89,9.8,Super Volume,3.2,,Close_GT_20EMA,18.0,HH_LL,Price_Crs_Abv_Supp,,,Price_Crs_Blw_Prev_Res,,2.0,1.5
ITC,07/25/2023,467.9,468.5,455.4,462.3,-1.92,10.24,Super Volume,1.3,,Cross_Blw_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,Breakout_10_Down,,,0.0,4.0
ITC,07/26/2023,464.9,473.0,462.05,472.25,2.15,10.29,Above Avg Volume,1.1,Cls_Crs_Abv_F618,Cross_Abv_20EMA,1.0,HH_HL,Price_Crs_Abv_Supp,,,,,5.0,0.0
ITC,07/27/2023,474.4,475.15,461.1,465.05,-1.52,10.56,Normal Volume,1.3,,Cross_Blw_20EMA,0.0,HH_LL,,,,,,0.0,2.0
ITC,07/28/2023,467.7,469.45,463.4,468.45,0.73,10.24,Normal Volume,0.6,Cls_Crs_Abv_F618,Close_LT_20EMA,0.0,LH_HL,,,,,,1.5,1.0
ITC,07/31/2023,469.0,469.7,463.5,465.7,-0.59,9.95,Normal Volume,0.6,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,08/01/2023,466.0,468.85,463.8,464.8,-0.19,9.6,Normal Volume,0.5,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
ITC,08/02/2023,464.6,464.8,458.0,460.1,-1.01,9.4,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_LL,,Cur_Sup_Broken_Down,,,,0.0,3.0
ITC,08/03/2023,460.1,463.75,454.3,456.05,-0.88,9.4,Normal Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,08/04/2023,456.3,461.4,454.25,454.95,-0.24,9.24,Normal Volume,0.8,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,08/07/2023,454.1,456.55,450.95,454.9,-0.01,8.98,Normal Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,08/08/2023,457.0,457.0,451.05,452.35,-0.56,8.77,Normal Volume,0.7,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,08/09/2023,452.35,459.9,446.9,458.65,1.39,9.07,Above Avg Volume,1.4,,Close_LT_20EMA,0.0,HH_LL,,,,,,1.0,1.0
ITC,08/10/2023,458.9,459.3,449.0,451.75,-1.5,9.16,Above Avg Volume,1.1,,Close_LT_20EMA,0.0,LH_HL,,Cur_Sup_Broken_Down,,,,0.5,2.0
ITC,08/11/2023,453.9,453.9,444.75,448.75,-0.66,9.16,Above Avg Volume,1.0,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,08/14/2023,448.75,451.25,445.05,449.2,0.1,8.94,Normal Volume,0.7,,Close_LT_20EMA,0.0,LH_HL,,,,,,0.5,1.0
ITC,08/16/2023,451.0,457.4,448.2,450.25,0.23,8.96,Above Avg Volume,1.0,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,08/17/2023,450.0,450.0,440.0,441.0,-2.05,9.05,Super Volume,1.1,,Close_LT_20EMA,0.0,LH_LL,,,Breakout_10_Down,,Breakout_20_Down,0.0,4.0
ITC,08/18/2023,441.0,443.35,438.5,441.65,0.15,8.75,Super Volume,0.6,,Close_LT_20EMA,0.0,LH_LL,,,,,,0.0,2.0
ITC,08/21/2023,442.0,448.5,441.35,447.8,1.39,8.64,Normal Volume,0.8,,Close_LT_20EMA,0.0,HH_HL,,,,,,1.0,1.0
ITC,08/22/2023,449.0,455.15,447.0,454.25,1.44,8.6,Normal Volume,0.9,,Close_LT_20EMA,0.0,HH_HL,Price_Crs_Abv_Prev_Sup,,,,,1.5,1.0
